par_id,art_id,keyword,country_code,text,label,reworded
5105,@@2929872,migrant,ie,"This movie gets a lot of slack , from a clunky script to horrific accents , but it 's an Irish immigration story that is second only to "" Gang of New York . "" It shows the cruelty and injustices that faced Irish immigrants in the cold new world and their struggle for a better life .",1,"This film receives a lot of criticism, ranging from its awkward script to terrible accents, yet it tells an Irish immigration tale that rivals ""Gangs of New York."" It highlights the harsh realities and injustices that Irish immigrants encountered in the harsh new world and their quest for a better life."
5114,@@17147404,hopeless,ke,Theirs are tears of emotion for lives lost . Tears of anger for being uprooted from their homes . Tears of hopelessness borne out of the knowledge that there is little they can do . They are tears nudging them to revenge .,1,"Their tears reflect deep sorrow for lives that have been lost. They shed tears of anger for being forced from their homes. They experience tears of despair, knowing there is little they can do to change their situation. These tears are pushing them towards thoughts of revenge."
5118,@@4562530,homeless,bd,"Asmani epitomized poverty , disease , hunger , homelessness and illiteracy - in short the world of the have-nots . Poet Jasimuddin admirably focused their socioeconomic plight in his immortal poem , Asmani , a real life woman who lived at Rasulpur in Faridpur . Lost generations of Ashmanis are still amidst us in every nook and corner of the country .",1,"Asmani represented the harsh realities of poverty, illness, hunger, homelessness, and lack of education—the struggles of those who have little. Poet Jasimuddin brilliantly captured their socioeconomic challenges in his timeless poem, Asmani, which tells the story of a real woman from Rasulpur in Faridpur. Generations of individuals like Asmani continue to exist in every corner of the country."
5129,@@24214915,poor-families,nz,""" The whole experience made me think about how many other poor families are going through this , "" she said .",1,"""The entire experience made me reflect on how many other struggling families are facing similar challenges,"" she expressed."
5149,@@1789214,vulnerable,gh,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",1,"While delivering the sermon, the Very Rev. Seth Amoako-Adu, Dean of St. Peter's Cathedral, pointed out that the troubling events at the Osu Children's Home, which were recently broadcast, could have been prevented if Ghanaian society had shown greater compassion towards the orphans and vulnerable children residing there."
5153,@@8291075,poor-families,in,"Bhopal : A day after Prime Minister Narendra Modi launched 21 electronic mandis across the country to help farmers sell their produce online and do away with middlemen , Madhya Pradesh chief minister Shivraj Singh Chouhan was distributing tomatoes free of cost to poor families in Vidisha , as prices crashed to all-time low , Rs 2 a kg , not enough to recover the sowing cost . Not only the tomatoes , wholesale price of onions too have plumetted to 20 to 30 paise a kg , almost negligible , in several districts including Vidisha , Neemuch and Mandsaur , where farmers can not afford even transportation cost .",1,"Bhopal: A day after Prime Minister Narendra Modi inaugurated 21 electronic mandis nationwide to assist farmers in selling their crops online and eliminate middlemen, Madhya Pradesh Chief Minister Shivraj Singh Chouhan was distributing tomatoes for free to impoverished families in Vidisha, as prices plummeted to an unprecedented low of Rs 2 per kg, insufficient to cover planting costs. In addition to tomatoes, the wholesale price of onions has also dropped to between 20 to 30 paise per kg in various districts, including Vidisha, Neemuch, and Mandsaur, leaving farmers unable to even afford transportation."
5163,@@25334621,vulnerable,ie,"PSNI chief constable George Hamilton said : "" Drew Harris has been driven by a commitment to protect the most vulnerable in our community .",1,"PSNI Chief Constable George Hamilton stated, ""Drew Harris has been motivated by a dedication to safeguard the most vulnerable members of our community."""
5164,@@15464145,in-need,au,"Bundaberg Salvation Army captains Melissa and Chris Millard said last year , through the generous support of the community , the Salvation Army was able to help many families and individuals in need .",1,"Captains Melissa and Chris Millard of the Bundaberg Salvation Army stated that thanks to the community's generous support last year, they were able to assist numerous families and individuals in need."
5168,@@25122337,poor-families,sg,"They earn an average of Rs 12,000 per month -- they 're not ' highly paid ' by any standards . But the employees of Ashwini Hospital in Kerala 's Thrissur have hearts much larger than their paychecks . The employees ' association of the hospital has started an initiative called ' Zest of Life ' , through which they have built of a house for a tribal family , funded dialysis for scores of patients , and are even providing groceries to poor families every month .",1,"They make an average of Rs 12,000 each month, which doesn’t classify them as 'highly paid' by any measure. However, the staff at Ashwini Hospital in Thrissur, Kerala, possess a generosity that far exceeds their salaries. The hospital's employee association has launched an initiative named 'Zest of Life', through which they have constructed a home for a tribal family, financed dialysis treatments for numerous patients, and are providing monthly grocery supplies to underprivileged families."
5177,@@25601417,in-need,sg,"However , and most importantly , it should be a moment for all partners to embrace the OGP platform to fundamentally change how we design and deliver essential public services for those most in need of government support -- for their survival and dignity .",1,"Nonetheless, and most crucially, this should be an opportunity for all partners to fully adopt the OGP platform to fundamentally transform the way we design and provide essential public services for those who are most in need of government assistance—ensuring their survival and dignity."
5180,@@21237825,in-need,jm,"The words of Desmond Tutu , rings true for 31 year old Ayesha Allen , president of the Gift of Love Ja . who believes that championing the cause of those in need and starting a charity to fulfil it is a part of God 's plan for her life .",1,"The sentiments expressed by Desmond Tutu resonate deeply with 31-year-old Ayesha Allen, the president of Gift of Love Ja. She believes that advocating for those in need and establishing a charity to address this mission is part of God's purpose for her life."
5187,@@22403994,homeless,ke,""" So instead of recrimination , let us join hands in common work . Let us feed the hungry , let us house the homeless , let us give work to those who have none , and let us bring medicine to those who are ill , "" Uhuru said .",1,"""Rather than assigning blame, let us come together to work towards a common goal. Let us provide food for the hungry, shelter for the homeless, employment for those without jobs, and medical care for the sick,"" Uhuru stated."
5195,@@14778748,hopeless,ca,"But what is most striking about Mr. Trump 's answer is the bleak picture he pains of inner-city America and black life : poverty , gun violence , poor education and hopelessness .",1,"What stands out most in Mr. Trump's response is the grim portrayal he provides of life in inner-city America and for black individuals: encompassing poverty, gun violence, inadequate education, and a sense of hopelessness."
5207,@@16935997,homeless,nz,"He lost both his parents within a month of each other , and now a young Tauranga man is facing the prospect of becoming homeless .",1,A young man from Tauranga is now facing the possibility of homelessness after losing both of his parents within just a month of each other.
5216,@@50027569,homeless,au,""" Our message to every homeless person is that you ? ? ? re worth more than a million stars and we focus on the value of every single person . """,1,"Our message to every individual experiencing homelessness is that you are more valuable than a million stars, and we emphasize the importance of each person’s worth."
5217,@@4477783,poor-families,in,Even hearing impaired orphan girls from Government Women 's Home got married during the swayamwaras. ? All the married hearing impaired couples are living happily and have given birth to around 600 normal children . The education of some of these children from poor families is even sponsored by the Trust .,1,Even the hearing-impaired orphan girls from the Government Women's Home were able to marry during the swayamwaras. All of the married couples who are hearing impaired are living contentedly and have welcomed approximately 600 healthy children. The Trust even supports the education of some of these children from underprivileged families.
5251,@@3389336,disabled,ph,""" In Metro Manila , 7,464 families of disabled cyclists were plunged deeper into poverty because their breadwinners have been maimed and are no longer capable to work , "" Pagdilao explained .",1,"In Metro Manila, 7,464 families of disabled cyclists have fallen further into poverty as their primary earners have been injured and are no longer able to work, Pagdilao noted."
5270,@@8277081,homeless,za,The Cape Argus has launched a new collaborative editorial initiative called #TheDignityProject -- a 15-part daily series about the homeless people of Cape Town . Homeless person Danny Oosthuizen will be writing a daily column for the duration of the project . Read the fourth entry in Danny 's Diary below ...,1,"The Cape Argus has introduced a new collaborative editorial project titled #TheDignityProject, which consists of a 15-part daily series focusing on the homeless individuals in Cape Town. Throughout this initiative, homeless individual Danny Oosthuizen will be contributing a daily column. Below is the fourth entry from Danny's Diary..."
5273,@@9077918,vulnerable,tz,"The developed countries have a duty to ease the burden on less developed host countries by taking some of the most vulnerable refugees for resettlement . UNHCR has over time urged developed nations to help share the burden by increasing the number of resettlement places they can offer , with little or no success .",1,"Developed nations have a responsibility to alleviate the strain on less developed host countries by accepting some of the most at-risk refugees for resettlement. Over time, the UNHCR has consistently called on developed countries to help distribute this burden by increasing the number of resettlement spots they can provide, but this has seen little to no success."
5280,@@10243043,homeless,ng,"The single mum of one , talked about several issues including the African Women project , her new album and her mission to help homeless kids in Nigeria and how she uses her music platform to impact lives and be a voice to several Nigerians . She also spoke about her forth coming album and what her fans should expect from it .",1,"The single mother of one discussed various topics, including the African Women project, her upcoming album, and her commitment to assisting homeless children in Nigeria. She shared how she leverages her music platform to make a difference and serve as a voice for many Nigerians. Additionally, she talked about her forthcoming album and what her fans can look forward to."
5284,@@20018972,poor-families,ie,""" This group does fantastic work and has about 3.500 street children under their care . They support very poor families in so many ways , Medical Centres , Schools , Training Centres and much more they have a 24-hour hotline for any child that may be in danger .",1,"This organization does remarkable work and cares for approximately 3,500 street children. They assist extremely impoverished families in numerous ways, including through Medical Centers, Schools, Training Centers, and more. Additionally, they operate a 24-hour hotline for any child in danger."
5298,@@4545980,migrant,jm,"The numbers of the dead are expected to go up , as rescuers search by sea and air for at least 40 more migrants pitched overboard early Saturday when a crowded smuggler 's boat capsized . Dozens of people plunged into the water , grabbing at anything that might help keep them afloat .",1,"The death toll is anticipated to rise as rescuers continue their search by sea and air for at least 40 additional migrants who were thrown overboard early Saturday when an overcrowded smuggler's boat capsized. Many individuals fell into the water, desperately reaching for anything that could help them stay afloat."
5331,@@10293137,migrant,za,"Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games .",1,"Rosi portrays the migrants' immense relief at finally being on solid ground, the initial shock that transitions into grief for their lost loved ones, and the overwhelming boredom they alleviate through spirited football matches."
5386,@@50040256,in-need,hk,"Every day , tons of excess food -- mostly bread and vegetables -- were discarded , and would have gone to waste , were it not for the intervention of one man . Massimo Bottura , head chef at three-Michelin-starred restaurant Osteria Francescana in Moderna , devised a unique project to redirect this food into the mouths of those most in need , in an imaginative and invigorating way that would leave a profound impact on all who experienced it. ? ? ?",1,"Every day, vast amounts of surplus food—primarily bread and vegetables—were thrown away and would have gone to waste if not for the efforts of one individual. Massimo Bottura, the head chef of the three-Michelin-star restaurant Osteria Francescana in Modena, created an innovative project to channel this food to those in greatest need in a creative and inspiring manner that would leave a lasting impression on everyone involved."
5406,@@3867461,disabled,us,Rapper 2 Chainz has offered to pay a year 's worth of rent for disabled veteran and single mother Dierdre Plater . The gift is part of his Tru Foundation charity and funded by proceeds from his ugly sweater collection .,1,"Rapper 2 Chainz has pledged to cover a year's rent for Dierdre Plater, a disabled veteran and single mother. This generous gesture is part of his Tru Foundation charity and is financed through the sales of his ugly sweater collection."
5425,@@3983077,homeless,us,"Since the publication of the book , I have been stunned to hear from so many people who have suffered the degradation of homelessness . I remember one particularly heartbreaking account from a woman who was living in a car with her daughter . I received so many stories from men and women of all ages that I wondered how far we have left our judgmental attitude behind . Because when we elevate our compassion , it leads to action to solve the problem .",1,"Since the release of the book, I have been amazed by the number of individuals who have reached out to share their experiences with the harsh reality of homelessness. One story that particularly moved me was from a woman who was living in her car with her daughter. I've received countless narratives from people of various ages, leading me to question how much we have truly moved past our judgmental views. When we enhance our compassion, it inspires us to take action to address the issue."
5430,@@22646577,homeless,hk,"It is the government 's duty to ensure homeless people are well taken care of , especially as the weather in Hong Kong has been quite cold these days , a non-governmental human rights advocacy group said ....",1,"The government has a responsibility to ensure that homeless individuals receive adequate care, particularly given the recent cold weather in Hong Kong, according to a human rights advocacy group."
5431,@@1831253,homeless,ng,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1,"Amid all these realignments and shifts, a significant portion of Nigerians continues to suffer from poverty, poor health, lack of education, unemployment, homelessness, hunger, destitution, and neglect. However, at the first sign of trouble, those who have direct access to state resources, as well as those seeking such access, will resort to playing the ethnic, religious, or gender card to achieve their goals."
5432,@@3826227,vulnerable,gb,"' A large-scale , publicly-funded energy efficiency programme is urgently needed to create jobs , cut emissions and save the lives of some of the UK 's most vulnerable people . '",1,"A comprehensive, government-funded energy efficiency initiative is urgently required to generate employment, reduce emissions, and protect the lives of some of the UK's most at-risk individuals."
5440,@@25859336,in-need,sg,"The charge stemmed from a 2017 charity event organised by the Kotleba-People 's Party Our Slovakia ( LSNS ) , where Kotleba handed out cheques to families in need made out for 1,488 euros ( $1,733 ) .",1,"The accusation originated from a charity event held in 2017 by the Kotleba-People's Party Our Slovakia (LSNS), during which Kotleba distributed cheques for 1,488 euros ($1,733) to families in need."
5458,@@14007053,poor-families,ke,President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,1,"President Uhuru Kenyatta and his deputy William Ruto have been traveling across the nation to illuminate homes, particularly in rural areas, where they pose for photos with underprivileged families."
5460,@@20717748,hopeless,nz,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,1,"Once again, the stateless Rohingya are fleeing, finding themselves without shelter and growing increasingly despondent."
5501,@@20434202,refugee,ie,"In a new joint The Hollywood Reporter interview , the couple reveals the Yazidi refugee is now thriving as a student at the University of Chicago after surviving a living hell in his homeland .",1,"In a recent collaborative interview with The Hollywood Reporter, the couple shares that the Yazidi refugee is now flourishing as a student at the University of Chicago after enduring a harrowing experience in his home country."
5508,@@23720891,refugee,ie,"In general , people live inside their own bubble . People who move to a new country , especially refugees and asylum seekers , are forced to leave this bubble . This can make them feel very anxious , very traumatised -- like a fish leaving water .",1,"In general, individuals tend to exist within their own personal bubbles. However, those who relocate to a new country, particularly refugees and asylum seekers, are compelled to break free from this bubble. This transition can lead to feelings of intense anxiety and trauma, akin to a fish being taken out of water."
5530,@@19656734,hopeless,ng,""" Let us also remind Lauretta that Nigerians are waiting eagerly to have her and her bosses in prison as soon as 2019 comes . They must account for the monies they allegedly stole from the IDPs , the poorest of the poor , through Babachir Lawal , and still went ahead to bomb them to death in Rann in their state of hopelessness and helplessness .",1,"Let us remind Lauretta that Nigerians are eagerly anticipating the day in 2019 when she and her superiors will face imprisonment. They must answer for the funds they are accused of embezzling from the internally displaced persons (IDPs), who are among the most vulnerable, through Babachir Lawal, and for the subsequent bombing that resulted in their deaths in Rann during their time of despair and vulnerability."
5546,@@20369518,immigrant,us,"Dreamers are immigrants who were brought into the United States illegally as children . Under the program President Obama created , "" Dreamers "" have been allowed to stay legally .",1,"Dreamers are individuals who were brought to the United States unlawfully as children. Thanks to the program established by President Obama, these ""Dreamers"" have been granted the opportunity to remain in the country legally."
5558,@@25780312,homeless,gb,Two homeless people at a temporary shelter in London last December ( Photo : Getty ) <h> ' We can not allow struggling families to slip through the cracks created by our housing crisis ',1,"Two individuals experiencing homelessness at a temporary shelter in London last December (Photo: Getty) <h> ""We cannot let struggling families fall through the gaps caused by our housing crisis."""
5564,@@3344527,migrant,ph,"THE UNWANTED . Rohingya migrants jump to collect food supplies dropped by a Thai army helicopter from a boat drifting in Thai waters off the southern island of Koh Lipe in the Andaman sea on May 14 , 2015 . Photo by Christophe Archambault/AFP",1,"THE UNWANTED. Rohingya migrants leap from a boat adrift in Thai waters near the southern island of Koh Lipe in the Andaman Sea on May 14, 2015, to gather food supplies released by a Thai army helicopter. Photo by Christophe Archambault/AFP."
5565,@@951479,hopeless,za,"It 's a typical tale of alcoholism , abuse , neglect and hopelessness -- with one major redeeming feature . Music . Recognising his aptitude , Larry Joe 's father encouraged him from an early age , and he shone in talent shows .",1,"It's a classic story of alcoholism, abuse, neglect, and despair, but it has one significant bright spot: music. Recognizing his talent, Larry Joe's father supported him from a young age, and he excelled in talent competitions."
5567,@@4127836,poor-families,au,The Prime Minister Julia Gillard says she wants to improve the educational opportunities for children from poor families . And the budget will provide financial incentives for low income families to keep their teenage children at school or in training .,1,Prime Minister Julia Gillard has expressed her desire to enhance educational opportunities for children from disadvantaged backgrounds. The budget will include financial incentives aimed at encouraging low-income families to keep their teenage children in school or engaged in training programs.
5568,@@18224719,homeless,my,"The "" Good Will Walk -- Walk to Feed 2017 "" , is a series of walks all over the country with the aim of raising some RM100,000 to assist the Orang Asli during natural disasters and to feed the homeless in Kuala Lumpur .",1,"The ""Good Will Walk -- Walk to Feed 2017"" is a nationwide series of walks aimed at raising RM100,000 to support the Orang Asli during natural disasters and to provide meals for the homeless in Kuala Lumpur."
5589,@@4616363,in-need,my,""" We need to give priority to how we are going to help these people in need first when suggesting the quantum , "" she added .",1,"""We must prioritize how we will assist those in need before discussing the amount,"" she stated."
5629,@@3968677,homeless,lk,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night .",1,"A child nestled against her expectant mother, surrounded by ten other homeless children and their families in Nuwara Eliya town, was among the scenes observed on Thursday night as they struggled to protect themselves from the biting cold, which fell below eight degrees Celsius."
5639,@@2178157,homeless,lk,His wife and children felt the need to help the poor and continue the tradition of their father and collectively formed a trust in their father 's name called The J. M. M. Raji Trust . As a pilot project they built a housing scheme called The Village of Hope and distributed houses for the homeless from Beruwela and neighbouring Dharga Town .,1,"His wife and children were driven by a desire to assist the less fortunate and to uphold their father's legacy, leading them to establish a trust in his honor called The J. M. M. Raji Trust. As a pilot initiative, they created a housing project named The Village of Hope, where they provided homes for the homeless individuals from Beruwela and the nearby Dharga Town."
5649,@@15887811,in-need,ca,"As Minister of Canadian Heritage , I thank His Highness for all he has done to help those in need , and join with Canada 's Ismaili community in wishing him a very happy birthday . Khushali Mubarak !",1,"As the Minister of Canadian Heritage, I express my gratitude to His Highness for his generous support to those in need and join the Ismaili community in Canada in wishing him a joyful birthday. Khushali Mubarak!"
5684,@@3950612,poor-families,in,"VARANASI : Over six decades to Independence and the Muslim community may still be lagging behind in the field of education . But , a number of Muslim women and girls-- particularly hailing from poor families-- are coming out to dispel the darkness of ignorance and bring about a new dawn for the coming generation of the community . They are doing the community proud by making sincere efforts at spreading literacy , especially among other girls and children .",1,"VARANASI: More than sixty years after gaining Independence, the Muslim community still appears to be falling behind in education. However, many Muslim women and girls, especially those from underprivileged backgrounds, are stepping forward to illuminate the path of knowledge and create a brighter future for the next generation. They are earning respect within their community by actively promoting literacy, particularly among other girls and children."
5690,@@2128616,poor-families,za,"This is why I believe children from poor families must be supported . After all , the students are 100 percent correct -- education is the only tool that will take them out of the curse of poverty .",1,This is why I believe it is essential to support children from low-income families. The students are entirely right—education is the sole means that can lift them out of the cycle of poverty.
5692,@@4537165,homeless,jm,"IT 'S a busy Tuesday evening , and like Jesus issuing out fish and loaves to the multitude , Donette Prendergast gently hands out boxes of cooked meals , cups of soup and drinks to a large group of homeless people at the post office on King Street in downtown Kingston .",1,"It's a bustling Tuesday evening, and much like Jesus distributing fish and loaves to the crowd, Donette Prendergast kindly hands out boxes of prepared meals, cups of soup, and beverages to a large gathering of homeless individuals at the post office on King Street in downtown Kingston."
5719,@@7895819,refugee,lk,"Pope Francis has visited a refugee center to wash and kiss the feet of Muslim , Orthodox , Hindu and Catholic refugees .",1,"Pope Francis has made a visit to a refugee center where he washed and kissed the feet of refugees from Muslim, Orthodox, Hindu, and Catholic backgrounds."
5734,@@1796315,hopeless,ng,"18 . It is the supreme task of this generation to give hope to the hopeless , strength to the weak and protection to the defenceless .",1,"It is the paramount responsibility of this generation to offer hope to those in despair, strength to the vulnerable, and safety to the defenseless."
5746,@@1919148,in-need,tz,She called on the general public to volunteer to donate blood and that way rescue the lives of patients in need of blood transfusion .,1,"She urged the general public to step forward and volunteer to donate blood, thereby saving the lives of patients who require transfusions."
5756,@@7774510,homeless,bd,""" The government has collected information from all over the country and found that some 280,000 people are now homeless . I 've directed the authorities concerned to provide shelter to these people in the next three years . We 'll give them home ... no one will remain homeless , "" she added .",1,"The government has gathered data from across the nation and discovered that approximately 280,000 individuals are currently without homes. I have instructed the relevant authorities to ensure that these individuals are provided with shelter within the next three years. We will secure housing for them... no one will be left homeless,"" she stated."
5770,@@15320143,disabled,lk,""" Present government is dedicated in solving the problems of disabled soldiers . But , misusing the freedom prevailing under the present government is a matter of concern , "" the State Minister said .",1,"""The current government is committed to addressing the issues faced by disabled soldiers. However, the misuse of the freedoms allowed under this administration is a troubling concern,"" stated the State Minister."
5773,@@25769797,homeless,nz,"The Drop In Centre in Eruera Street needs urgent permission to also serve as an Over Night Shelter until other options are ready , according to the Rotorua District Residents and Ratepayers Association , so that the homeless currently sleeping rough survive the winter .",1,"The Rotorua District Residents and Ratepayers Association has stated that the Drop In Centre on Eruera Street urgently requires permission to function as an Overnight Shelter until alternative solutions are available, in order to help the homeless individuals currently living on the streets endure the winter."
5778,@@7591571,hopeless,au,""" It is tragic that a young child would be so trapped in a sense of hopelessness ... it 's a tragedy that needs to be heard across the nation if we are going to extract a dividend of change , "" Mr Georgatos told the ABC on Tuesday .",1,"""It is heartbreaking that a young child feels so engulfed in despair... this is a tragedy that must be acknowledged nationwide if we hope to foster meaningful change,"" Mr. Georgatos stated to the ABC on Tuesday."
5798,@@1792462,hopeless,gh,"He said the current local derivatives or names exudes grimness , somberness and suggests even the macabre in the minds of people so that sufferers were often tagged hopeless cases even where there was hope .",1,"He mentioned that the current local derivatives or names convey a sense of bleakness and seriousness, even evoking thoughts of the macabre in people's minds, leading to the unfortunate labeling of sufferers as hopeless cases, even when there is still hope."
5806,@@1844517,poor-families,ke,"Speaking to Africa Review , he also pointed out that majority of these children come from very poor families with no permanent level of income since most of their parents are casual labourers who earn peanuts .",1,"In an interview with Africa Review, he highlighted that most of these children come from extremely impoverished families lacking stable income, as many of their parents are casual laborers earning very little."
5827,@@8863336,hopeless,lk,"The residents of Poranu Kotuwa who were deprived of healthy and independent lives in normal weather conditions , are facing a truly hopeless future .",1,"The residents of Poranu Kotuwa, who have been denied the opportunity to live healthy and independent lives under normal weather conditions, are now confronted with a genuinely bleak future."
5835,@@20486804,refugee,my,"At least 400,000 hungry and traumatised refugees have sought refuge in Bangladesh since October 2016 .",1,"Since October 2016, over 400,000 refugees, who are both hungry and traumatized, have sought safety in Bangladesh."
5848,@@1894012,homeless,ng,"It was about noon . The heat from the afternoon sun baked Oshodi with intensity , and perspiration ran down the cheeks of the folks plying their trade in the chaotic commercial environment . A young teenager sat on a fence close to the main road . At that particular time , a good number of his peers would be in school . But he was inside the scorching sun , trying to eke out a living . He eagerly hoped to see a commercial driver that would hire his services for that day . Meet Seun Fola ? jin , a 17-year-old homeless teenager who has been living underneath the bridge at Oshodi since 2011 .",1,"It was around noon. The afternoon sun beat down on Oshodi with fierce intensity, causing sweat to trickle down the faces of those engaged in their bustling trades. A young teenager perched on a fence near the main road. At that moment, many of his friends would be in school, but he was out in the sweltering heat, striving to make a living. He was eagerly waiting for a commercial driver to hire him for the day. Meet Seun Fola? jin, a 17-year-old homeless youth who has been living under the bridge at Oshodi since 2011."
5852,@@14172307,hopeless,pk,""" The people of Khyber Pakhtunkhwa are resilient . I did not see hopelessness on any face , "" he said .",1,"""The people of Khyber Pakhtunkhwa demonstrate remarkable resilience. I didn’t observe any signs of hopelessness on anyone’s face,"" he stated."
5865,@@19042211,refugee,za,"The pope also called on the faithful to reach out , saying that personal encounters with migrants and refugees can help dispel distorted fears and ideologies .",1,"The pope urged the faithful to engage with migrants and refugees, emphasizing that personal interactions can help alleviate misguided fears and beliefs."
5901,@@4543045,disabled,bd,""" Rafiqul Bari has proved that the disabled children are not burden for the society and they can lead normal life if they get a little care and some training , "" said DC M Bazlul Karim Chowdhury as he visited the school along with officials of local administration and Shaheed Salahuddin Cantonment in Ghatail yesterday .",1,"""Rafiqul Bari has demonstrated that children with disabilities are not a burden to society; with a bit of care and training, they can live normal lives,"" stated DC M Bazlul Karim Chowdhury during his visit to the school yesterday, accompanied by officials from the local administration and Shaheed Salahuddin Cantonment in Ghatail."
5914,@@21927448,immigrant,tz,"But the concept is that Rwanda 's remorse , humane , policy and culture of helping the immigrants/slaves to be , thousands of miles away in the continent should make EAC feel that the 30,000 people ( creation of God ) is the bloc 's baby now to nurture , educate , cloth and house just like any other citizen in the community .",1,"The idea is that Rwanda's compassion, humane policies, and culture of assisting immigrants and those in need, even from thousands of miles away, should inspire the East African Community (EAC) to recognize that the 30,000 individuals (created by God) are now the responsibility of the bloc to support, educate, clothe, and shelter, just like any other member of the community."
5920,@@1498580,migrant,ca,"Mr. Mathur , who was born in India , came to Canada in the early Seventies when he was eight years old . His hard-working immigrant parents inspired him always to be resilient , as they demonstrated by gamely facing the hardships of integrating into society , finding work and putting food on the table . He describes his upbringing as somewhat spiritual , first in downtown Toronto and then in Bramalea , north-west of Toronto , in a working-class area filled with young families where "" it seemed everyone was the same , "" with the kids focused on academia and sports .",1,"Mr. Mathur, who hails from India, moved to Canada in the early Seventies at the age of eight. His diligent immigrant parents instilled in him the importance of resilience, as they bravely navigated the challenges of adapting to a new society, securing employment, and providing for their family. He characterizes his childhood as somewhat spiritual, first living in downtown Toronto and later in Bramalea, a working-class neighborhood northwest of Toronto filled with young families where ""everyone seemed similar,"" with children concentrating on their studies and sports."
5938,@@13716394,refugee,ph,"So , it is the poor , mostly Muslim countries which are helping the refugees and the displaced poor . If we think we are going to gain eternal life without passing the test that Jesus of Nazareth gives to end hunger , release innocent prisoners , cloth the naked and feed the hungry ( Matthew 25 ) and work for justice and love of neighbor -- we are mistaken . What greater way is there to live than to live for others and not for self .",1,"It is primarily the impoverished, predominantly Muslim nations that are stepping up to assist refugees and the destitute. If we believe we can attain eternal life without undergoing the trials set forth by Jesus of Nazareth—such as ending hunger, freeing innocent captives, clothing the naked, feeding the hungry (Matthew 25), and striving for justice and love for our neighbors—we are mistaken. There is no greater way to live than to dedicate oneself to the well-being of others rather than focusing solely on oneself."
5941,@@17012782,in-need,za,""" I would like to use this opportunity to call on the government , the warring parties and all actors to support humanitarians to provide the necessary access so we can continue to bring lifesaving services to those in need , "" he said .",1,"""I want to take this moment to urge the government, the conflicting parties, and all involved to assist humanitarian efforts by ensuring the necessary access, so we can continue delivering lifesaving services to those in need,"" he stated."
5948,@@1791511,disabled,gh,"Discrimination of the disabled by society is one of the major problems undermining the progress of democratic practice in the country . It is always the dream of people with disabilities that so long as the disability bill is passed , their position in society will be influenced positively .",1,Discrimination against individuals with disabilities by society is a significant issue that hinders the advancement of democratic practices in the nation. People with disabilities often hope that the passage of the disability bill will lead to a more favorable status for them within society.
5974,@@3988877,in-need,lk,"The Interact Club is a service Oriented Organization . Its aim is "" Service before self "" . Mahatma Gandhi said "" You must be the change you wish to see in the world "" . The Interact Club provides you with the opportunity of making this change . It is all about community service , giving to those who are in need , being a part of change that brings happiness to you and much more to others . The Installation Ceremony of the Office Bearers of the Interact Club of Wycherley for the Academic year 2010-2011 was held during the end of last year at the High School Campus on Queen 's Road .",1,"The Interact Club is a service-oriented organization dedicated to the principle of ""Service before self."" Mahatma Gandhi once stated, ""You must be the change you wish to see in the world."" The Interact Club offers you the chance to embody this change. It focuses on community service, helping those in need, and being part of a transformation that brings joy to both yourself and others. The Installation Ceremony for the Office Bearers of the Interact Club of Wycherley for the academic year 2010-2011 took place at the High School Campus on Queen's Road towards the end of last year."
5975,@@15718021,disabled,bd,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1,"To commemorate the International Day of Persons with Disabilities, the Satkhira district administration, along with the Department of Social Services, organized a significant rally in the district town yesterday. The DHAKA TRIBUNE reported that the day was observed nationwide with a call to eliminate all obstacles faced by individuals with disabilities and to advocate for their welfare."
5977,@@8816863,disabled,nz,""" Our life has completely changed from when he as an able-bodied young man running around 5000 miles an hour organising everyone . Now , he 's more disabled than anyone that he ever helped . ' '",1,"""Our lives have drastically transformed from the days when he was a vibrant young man, bustling around at lightning speed and coordinating everyone. Now, he is more disabled than any of those he once assisted."""
